Question,start_t,end_t,rangeX,TimeStamp,Neutrality,Happy,Surprise,Fear,Disgust,Anger,Sadness,Positive_Sentiment,Negative_Sentiment,Experience,Activation,Emotional_Score,Subemotion
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.672,00:43.0,0.51,0.441,0.028,0.002,0.003,0.004,0.011,0.469,0.021,0.448,0.49,0.957,Regocijo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.688,00:43.1,0.526,0.426,0.027,0.002,0.003,0.005,0.011,0.453,0.021,0.432,0.474,0.955,Regocijo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.688,00:43.1,0.527,0.42,0.028,0.002,0.003,0.006,0.013,0.448,0.024,0.424,0.473,0.948,Regocijo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.688,00:43.2,0.508,0.434,0.03,0.003,0.004,0.007,0.014,0.464,0.028,0.437,0.492,0.944,Regocijo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.688,00:43.3,0.486,0.456,0.03,0.003,0.004,0.007,0.014,0.486,0.028,0.459,0.514,0.946,Alegria
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.688,00:43.3,0.469,0.477,0.029,0.003,0.003,0.007,0.013,0.506,0.025,0.481,0.531,0.953,Alegria
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.688,00:43.4,0.435,0.516,0.027,0.002,0.003,0.005,0.011,0.544,0.021,0.523,0.565,0.963,Regocijo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.688,00:43.5,0.394,0.56,0.028,0.002,0.003,0.003,0.009,0.588,0.017,0.571,0.606,0.971,Alegria
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.688,00:43.5,0.388,0.557,0.036,0.003,0.003,0.003,0.009,0.593,0.019,0.574,0.612,0.968,Regocijo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.688,00:43.6,0.409,0.52,0.045,0.005,0.004,0.005,0.012,0.566,0.025,0.54,0.591,0.957,Alegria
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.688,00:43.7,0.422,0.498,0.049,0.005,0.005,0.006,0.014,0.547,0.031,0.516,0.578,0.947,Regocijo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.688,00:43.7,0.417,0.502,0.049,0.005,0.005,0.007,0.015,0.55,0.032,0.518,0.583,0.945,Disfrute
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.688,00:43.9,0.424,0.493,0.051,0.005,0.005,0.007,0.016,0.544,0.032,0.511,0.576,0.944,Disfrute
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.688,00:43.9,0.5,0.408,0.053,0.005,0.005,0.008,0.021,0.461,0.039,0.422,0.5,0.922,Regocijo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.688,00:44.0,0.602,0.304,0.045,0.004,0.006,0.01,0.029,0.349,0.049,0.299,0.398,0.876,Regocijo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.704,00:44.1,0.618,0.299,0.032,0.003,0.006,0.01,0.032,0.331,0.051,0.28,0.382,0.866,Regocijo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.704,00:44.2,0.555,0.374,0.026,0.002,0.005,0.009,0.028,0.4,0.045,0.355,0.445,0.899,Alegria
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.704,00:44.3,0.496,0.44,0.029,0.002,0.004,0.007,0.022,0.469,0.035,0.434,0.504,0.931,Optimismo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.704,00:44.3,0.429,0.521,0.029,0.002,0.003,0.004,0.013,0.55,0.022,0.528,0.571,0.962,Alegria
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.704,00:44.4,0.33,0.638,0.022,0.001,0.001,0.001,0.006,0.66,0.01,0.65,0.67,0.985,Optimismo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.704,00:44.5,0.263,0.717,0.015,0.001,0.001,0,0.003,0.732,0.005,0.727,0.737,0.994,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.704,00:44.5,0.235,0.75,0.011,0.001,0,0,0.002,0.761,0.003,0.758,0.765,0.996,Optimismo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.704,00:44.6,0.18,0.804,0.012,0.001,0,0,0.002,0.817,0.003,0.814,0.82,0.996,Optimismo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.704,00:44.7,0.119,0.855,0.022,0.001,0.001,0,0.001,0.877,0.004,0.873,0.881,0.995,Optimismo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.704,00:44.7,0.105,0.851,0.037,0.002,0.002,0,0.002,0.888,0.007,0.881,0.895,0.993,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.704,00:44.8,0.113,0.831,0.048,0.003,0.003,0,0.002,0.878,0.009,0.87,0.887,0.99,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.704,00:44.9,0.097,0.853,0.042,0.002,0.003,0,0.002,0.895,0.007,0.888,0.903,0.992,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.704,00:44.9,0.064,0.906,0.025,0.001,0.001,0,0.001,0.931,0.004,0.927,0.936,0.996,Optimismo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.704,00:45.0,0.042,0.945,0.011,0,0,0,0.001,0.956,0.002,0.954,0.958,0.998,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.72,00:45.1,0.099,0.889,0.008,0,0,0,0.003,0.897,0.004,0.893,0.901,0.996,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.72,00:45.1,0.333,0.646,0.008,0,0.001,0.001,0.011,0.654,0.013,0.641,0.667,0.981,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.72,00:45.2,0.662,0.308,0.006,0.001,0.001,0.001,0.02,0.314,0.024,0.291,0.338,0.93,Regocijo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.72,00:45.3,0.846,0.124,0.003,0.001,0.002,0.002,0.022,0.127,0.026,0.101,0.154,0.828,Disfrute
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.72,00:45.3,0.813,0.162,0.003,0.001,0.002,0.002,0.018,0.165,0.022,0.143,0.187,0.884,Regocijo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.72,00:45.4,0.713,0.266,0.005,0.001,0.001,0.002,0.013,0.271,0.017,0.254,0.287,0.942,Regocijo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.72,00:45.5,0.664,0.314,0.007,0.001,0.001,0.002,0.011,0.321,0.015,0.306,0.336,0.954,Optimismo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.72,00:45.5,0.609,0.367,0.009,0.001,0.001,0.002,0.011,0.376,0.015,0.361,0.391,0.961,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.72,00:45.6,0.448,0.533,0.007,0.001,0.001,0.002,0.008,0.54,0.011,0.529,0.552,0.979,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.72,00:45.7,0.224,0.768,0.003,0,0,0.001,0.004,0.771,0.006,0.765,0.776,0.993,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.72,00:45.7,0.064,0.933,0.001,0,0,0,0.001,0.934,0.002,0.933,0.936,0.998,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.72,00:45.8,0.009,0.99,0,0,0,0,0,0.991,0,0.99,0.991,1,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.72,00:45.9,0.003,0.996,0,0,0,0,0,0.997,0,0.997,0.997,1,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.72,00:45.9,0.002,0.997,0,0,0,0,0,0.998,0,0.997,0.998,1,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.72,00:46.0,0.002,0.998,0,0,0,0,0,0.998,0,0.998,0.998,1,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.736,00:46.1,0.003,0.996,0,0,0,0,0,0.996,0,0.996,0.997,1,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.736,00:46.1,0.007,0.992,0,0,0,0,0,0.992,0,0.992,0.993,1,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.736,00:46.2,0.012,0.988,0,0,0,0,0,0.988,0.001,0.987,0.988,0.999,Optimismo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.736,00:46.3,0.024,0.973,0.001,0,0,0,0.001,0.974,0.001,0.973,0.976,0.999,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.736,00:46.3,0.113,0.879,0.002,0,0,0,0.005,0.881,0.006,0.875,0.887,0.993,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.736,00:46.4,0.354,0.618,0.004,0.001,0.001,0.003,0.018,0.622,0.024,0.599,0.646,0.964,Agrado
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.736,00:46.5,0.645,0.291,0.01,0.003,0.003,0.012,0.035,0.301,0.054,0.247,0.355,0.849,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.736,00:46.5,0.793,0.103,0.026,0.007,0.006,0.022,0.044,0.129,0.078,0.051,0.207,0.624,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.736,00:46.6,0.819,0.061,0.038,0.009,0.006,0.024,0.043,0.099,0.081,0.018,0.181,0.549,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.736,00:46.7,0.856,0.043,0.033,0.008,0.004,0.018,0.039,0.075,0.069,0.007,0.144,0.524,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.736,00:46.7,0.891,0.02,0.033,0.007,0.004,0.013,0.032,0.053,0.056,-0.002,0.109,0.489,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.736,00:46.8,0.868,0.014,0.063,0.011,0.007,0.014,0.023,0.078,0.055,0.023,0.132,0.587,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.736,00:46.9,0.827,0.021,0.094,0.015,0.009,0.015,0.019,0.115,0.058,0.057,0.173,0.664,Agrado
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.736,00:46.9,0.82,0.038,0.087,0.014,0.007,0.014,0.02,0.125,0.055,0.07,0.18,0.693,Agrado
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.736,00:47.0,0.815,0.077,0.059,0.011,0.004,0.014,0.021,0.136,0.049,0.086,0.185,0.733,Disfrute
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.752,00:47.1,0.784,0.129,0.043,0.008,0.003,0.013,0.019,0.172,0.043,0.129,0.216,0.799,Regocijo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.752,00:47.1,0.751,0.18,0.034,0.006,0.002,0.01,0.016,0.215,0.034,0.181,0.249,0.863,Disfrute
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.752,00:47.2,0.715,0.235,0.023,0.004,0.002,0.008,0.015,0.257,0.028,0.229,0.285,0.902,Agrado
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.752,00:47.2,0.678,0.267,0.016,0.003,0.004,0.01,0.022,0.283,0.039,0.244,0.322,0.879,Disfrute
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.752,00:47.3,0.661,0.252,0.02,0.005,0.007,0.018,0.038,0.272,0.067,0.205,0.339,0.802,Disfrute
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.752,00:47.4,0.658,0.234,0.025,0.006,0.008,0.024,0.045,0.259,0.083,0.176,0.342,0.758,Regocijo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.752,00:47.5,0.654,0.257,0.024,0.005,0.006,0.019,0.035,0.281,0.065,0.215,0.346,0.811,Disfrute
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.752,00:47.5,0.642,0.296,0.019,0.004,0.003,0.011,0.024,0.315,0.043,0.272,0.358,0.88,Disfrute
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.752,00:47.6,0.638,0.304,0.017,0.005,0.003,0.008,0.025,0.321,0.041,0.279,0.362,0.886,Agrado
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.752,00:47.6,0.659,0.274,0.017,0.006,0.004,0.012,0.028,0.291,0.05,0.242,0.341,0.854,Disfrute
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.752,00:47.7,0.687,0.243,0.019,0.006,0.004,0.015,0.027,0.262,0.052,0.21,0.313,0.835,Confianza
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.752,00:47.8,0.685,0.241,0.026,0.007,0.004,0.012,0.025,0.267,0.048,0.219,0.315,0.848,Dicha
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.752,00:47.9,0.64,0.261,0.053,0.011,0.003,0.009,0.022,0.315,0.046,0.269,0.36,0.873,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.752,00:47.9,0.596,0.258,0.099,0.017,0.003,0.009,0.019,0.357,0.048,0.309,0.404,0.882,Agrado
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.752,00:48.0,0.62,0.2,0.131,0.019,0.003,0.01,0.016,0.331,0.049,0.283,0.38,0.872,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.768,00:48.0,0.681,0.14,0.133,0.018,0.002,0.011,0.015,0.273,0.047,0.226,0.319,0.853,Confianza
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.768,00:48.1,0.668,0.151,0.138,0.019,0.002,0.009,0.014,0.289,0.043,0.246,0.332,0.869,Optimismo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.768,00:48.2,0.543,0.269,0.15,0.02,0.001,0.006,0.011,0.419,0.038,0.38,0.457,0.916,Optimismo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.768,00:48.3,0.371,0.476,0.125,0.016,0.001,0.003,0.008,0.601,0.028,0.574,0.629,0.956,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.768,00:48.3,0.279,0.634,0.071,0.009,0.001,0.002,0.005,0.705,0.017,0.688,0.721,0.977,Dicha
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.768,00:48.4,0.372,0.558,0.049,0.006,0.001,0.005,0.01,0.607,0.021,0.585,0.628,0.966,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.768,00:48.4,0.574,0.322,0.065,0.01,0.002,0.008,0.018,0.387,0.039,0.348,0.426,0.908,Disfrute
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.768,00:48.5,0.714,0.156,0.077,0.015,0.003,0.01,0.025,0.234,0.052,0.182,0.286,0.818,Agrado
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.768,00:48.6,0.749,0.124,0.072,0.016,0.004,0.008,0.027,0.196,0.055,0.142,0.251,0.782,Agrado
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.768,00:48.7,0.734,0.149,0.065,0.015,0.004,0.007,0.026,0.214,0.052,0.161,0.266,0.803,Agrado
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.768,00:48.7,0.742,0.164,0.052,0.012,0.003,0.005,0.022,0.217,0.042,0.175,0.258,0.838,Regocijo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.768,00:48.8,0.759,0.18,0.033,0.007,0.002,0.003,0.016,0.213,0.028,0.185,0.241,0.884,Disfrute
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.768,00:48.8,0.712,0.244,0.024,0.004,0.002,0.003,0.012,0.268,0.02,0.248,0.288,0.931,Regocijo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.768,00:48.9,0.64,0.314,0.025,0.003,0.002,0.003,0.012,0.339,0.021,0.319,0.36,0.943,Disfrute
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.768,00:49.0,0.62,0.325,0.028,0.004,0.003,0.003,0.017,0.353,0.027,0.326,0.38,0.929,Regocijo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.784,00:49.1,0.62,0.308,0.039,0.005,0.004,0.004,0.02,0.347,0.033,0.315,0.38,0.914,Optimismo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.784,00:49.1,0.567,0.346,0.055,0.006,0.004,0.004,0.018,0.401,0.031,0.37,0.433,0.927,Regocijo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.784,00:49.2,0.461,0.457,0.058,0.007,0.003,0.002,0.012,0.515,0.024,0.491,0.539,0.956,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.784,00:49.2,0.421,0.511,0.049,0.006,0.002,0.002,0.009,0.559,0.02,0.54,0.579,0.966,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.784,00:49.3,0.555,0.383,0.041,0.006,0.002,0.002,0.011,0.424,0.022,0.402,0.445,0.952,Regocijo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.784,00:49.4,0.742,0.202,0.034,0.005,0.003,0.002,0.013,0.236,0.023,0.213,0.258,0.913,Alegria
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.784,00:49.5,0.762,0.195,0.024,0.003,0.002,0.002,0.012,0.219,0.019,0.2,0.238,0.92,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.784,00:49.5,0.583,0.386,0.015,0.001,0.002,0.001,0.011,0.401,0.016,0.386,0.417,0.963,Optimismo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.784,00:49.6,0.346,0.632,0.008,0.001,0.002,0.001,0.01,0.64,0.014,0.627,0.654,0.979,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.784,00:49.6,0.183,0.802,0.004,0,0.002,0,0.008,0.806,0.01,0.796,0.817,0.987,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.784,00:49.7,0.114,0.876,0.004,0,0.002,0,0.004,0.879,0.006,0.873,0.886,0.993,Alegria
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.784,00:49.8,0.104,0.887,0.006,0,0.001,0,0.002,0.892,0.004,0.888,0.896,0.996,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.784,00:49.9,0.189,0.793,0.012,0.001,0.001,0.001,0.003,0.805,0.005,0.8,0.811,0.993,Agrado
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.784,00:50.0,0.417,0.542,0.027,0.003,0.001,0.002,0.007,0.569,0.014,0.555,0.583,0.976,Agrado
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.8,00:50.0,0.665,0.26,0.047,0.007,0.003,0.004,0.014,0.307,0.028,0.279,0.335,0.917,Regocijo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.8,00:50.1,0.771,0.135,0.058,0.011,0.003,0.005,0.017,0.193,0.036,0.156,0.229,0.842,Agrado
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.8,00:50.2,0.745,0.167,0.054,0.012,0.003,0.004,0.015,0.221,0.034,0.187,0.255,0.868,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.8,00:50.3,0.705,0.214,0.053,0.012,0.003,0.003,0.011,0.267,0.029,0.238,0.295,0.903,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.8,00:50.3,0.725,0.182,0.064,0.012,0.003,0.003,0.011,0.246,0.028,0.218,0.275,0.896,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.8,00:50.4,0.79,0.111,0.068,0.01,0.003,0.004,0.013,0.179,0.03,0.149,0.21,0.855,Disfrute
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.8,00:50.4,0.839,0.085,0.048,0.007,0.004,0.003,0.014,0.133,0.028,0.106,0.161,0.829,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.8,00:50.5,0.84,0.111,0.027,0.004,0.003,0.002,0.013,0.138,0.022,0.116,0.16,0.863,Admiracion
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.8,00:50.7,0.78,0.147,0.051,0.005,0.003,0.001,0.013,0.198,0.022,0.175,0.22,0.898,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.8,00:50.7,0.631,0.187,0.145,0.014,0.007,0.003,0.013,0.332,0.037,0.294,0.369,0.899,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.8,00:50.8,0.447,0.219,0.261,0.033,0.017,0.008,0.014,0.481,0.072,0.409,0.553,0.87,Disfrute
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.8,00:50.8,0.386,0.209,0.294,0.05,0.028,0.016,0.017,0.503,0.111,0.392,0.614,0.819,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.8,00:50.9,0.479,0.185,0.218,0.049,0.028,0.019,0.021,0.404,0.117,0.286,0.521,0.775,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.8,00:51.0,0.635,0.164,0.117,0.032,0.017,0.014,0.021,0.281,0.084,0.197,0.365,0.77,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.816,00:51.1,0.786,0.105,0.06,0.016,0.006,0.008,0.02,0.165,0.049,0.115,0.214,0.769,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.816,00:51.1,0.863,0.04,0.048,0.01,0.004,0.009,0.025,0.089,0.048,0.041,0.137,0.649,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.816,00:51.2,0.849,0.021,0.063,0.011,0.004,0.016,0.036,0.084,0.067,0.017,0.151,0.555,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.816,00:51.2,0.808,0.038,0.082,0.014,0.004,0.018,0.036,0.12,0.072,0.048,0.192,0.625,Regocijo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.816,00:51.3,0.789,0.076,0.079,0.013,0.003,0.015,0.026,0.155,0.056,0.099,0.211,0.734,Regocijo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.816,00:51.4,0.757,0.154,0.052,0.008,0.002,0.009,0.018,0.206,0.037,0.168,0.243,0.847,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.816,00:51.5,0.641,0.307,0.029,0.004,0.002,0.005,0.013,0.336,0.024,0.312,0.359,0.934,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.816,00:51.5,0.424,0.542,0.019,0.002,0.001,0.002,0.01,0.561,0.015,0.546,0.576,0.974,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.816,00:51.6,0.199,0.779,0.013,0.002,0.001,0.001,0.005,0.793,0.008,0.784,0.801,0.99,Optimismo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.816,00:51.6,0.076,0.908,0.011,0.002,0.001,0,0.002,0.919,0.005,0.914,0.924,0.994,Optimismo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.816,00:51.7,0.06,0.917,0.017,0.002,0.001,0,0.002,0.934,0.006,0.928,0.94,0.994,Alegria
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.816,00:51.8,0.108,0.856,0.027,0.003,0.001,0,0.004,0.884,0.008,0.875,0.892,0.991,Regocijo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.816,00:51.8,0.199,0.752,0.035,0.004,0.002,0.001,0.006,0.787,0.014,0.774,0.801,0.983,Alegria
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.816,00:51.9,0.301,0.64,0.036,0.005,0.004,0.002,0.011,0.676,0.023,0.653,0.699,0.968,Alegria
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.816,00:52.0,0.366,0.574,0.031,0.005,0.005,0.003,0.015,0.606,0.028,0.577,0.634,0.955,Regocijo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.832,00:52.0,0.39,0.56,0.025,0.004,0.005,0.002,0.013,0.585,0.025,0.56,0.61,0.958,Regocijo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.832,00:52.1,0.425,0.533,0.022,0.003,0.006,0.002,0.009,0.555,0.02,0.535,0.575,0.965,Disfrute
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.832,00:52.2,0.513,0.446,0.024,0.003,0.006,0.001,0.006,0.47,0.017,0.453,0.487,0.965,Disfrute
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.832,00:52.2,0.628,0.335,0.022,0.003,0.004,0.001,0.007,0.357,0.015,0.341,0.372,0.958,Disfrute
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.832,00:52.3,0.7,0.261,0.019,0.004,0.002,0.002,0.012,0.281,0.02,0.261,0.3,0.934,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.832,00:52.4,0.717,0.23,0.02,0.005,0.002,0.003,0.022,0.25,0.033,0.217,0.283,0.884,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.832,00:52.4,0.742,0.189,0.021,0.006,0.003,0.005,0.033,0.21,0.048,0.162,0.258,0.815,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.832,00:52.5,0.802,0.122,0.021,0.006,0.003,0.007,0.039,0.143,0.055,0.088,0.198,0.722,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.832,00:52.6,0.853,0.074,0.022,0.005,0.003,0.007,0.035,0.096,0.051,0.046,0.147,0.655,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.832,00:52.6,0.87,0.066,0.024,0.005,0.002,0.007,0.025,0.091,0.039,0.052,0.13,0.699,Regocijo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.832,00:52.7,0.859,0.087,0.026,0.005,0.002,0.005,0.016,0.113,0.028,0.085,0.141,0.803,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.832,00:52.8,0.818,0.131,0.026,0.005,0.002,0.004,0.015,0.157,0.026,0.131,0.182,0.859,Regocijo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.832,00:52.8,0.771,0.169,0.025,0.005,0.003,0.005,0.022,0.194,0.035,0.16,0.229,0.848,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.832,00:52.9,0.751,0.184,0.024,0.005,0.003,0.005,0.027,0.209,0.04,0.168,0.249,0.838,Agrado
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.832,00:53.0,0.766,0.181,0.021,0.004,0.002,0.004,0.021,0.202,0.032,0.171,0.234,0.865,Agrado
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.848,00:53.0,0.803,0.155,0.021,0.003,0.001,0.003,0.014,0.176,0.021,0.155,0.197,0.893,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.848,00:53.1,0.813,0.13,0.036,0.004,0.001,0.003,0.013,0.165,0.021,0.144,0.187,0.886,
