Question,start_t,end_t,rangeX,TimeStamp,Neutrality,Happy,Surprise,Fear,Disgust,Anger,Sadness,Positive_Sentiment,Negative_Sentiment,Experience,Activation,Emotional_Score,Subemotion
"Q9: Did you vote in the last election you were eligible for? (Provides validity to question of strength of political involvement)",1.56,2.00,1.944,00:01:59.60420,0.722,0.216,0.006,0.002,0.007,0.012,0.035,0.222,0.057,0.165,0.278,0.796,
"Q9: Did you vote in the last election you were eligible for? (Provides validity to question of strength of political involvement)",1.56,2.00,1.944,00:01:59.60453,0.757,0.179,0.007,0.002,0.007,0.012,0.035,0.186,0.057,0.129,0.243,0.766,
"Q9: Did you vote in the last election you were eligible for? (Provides validity to question of strength of political involvement)",1.56,2.00,1.944,00:01:59.60487,0.83,0.102,0.008,0.002,0.007,0.013,0.039,0.11,0.06,0.049,0.17,0.645,
"Q9: Did you vote in the last election you were eligible for? (Provides validity to question of strength of political involvement)",1.56,2.00,1.944,00:01:59.60521,0.867,0.041,0.008,0.002,0.007,0.019,0.055,0.049,0.083,-0.034,0.133,0.372,
"Q9: Did you vote in the last election you were eligible for? (Provides validity to question of strength of political involvement)",1.56,2.00,1.944,00:01:59.60554,0.83,0.027,0.007,0.002,0.01,0.029,0.094,0.034,0.135,-0.101,0.17,0.201,
"Q9: Did you vote in the last election you were eligible for? (Provides validity to question of strength of political involvement)",1.56,2.00,1.944,00:01:59.60588,0.766,0.037,0.006,0.002,0.012,0.035,0.142,0.043,0.191,-0.148,0.234,0.183,
"Q9: Did you vote in the last election you were eligible for? (Provides validity to question of strength of political involvement)",1.56,2.00,1.944,00:01:59.60622,0.744,0.052,0.006,0.003,0.011,0.031,0.152,0.058,0.198,-0.14,0.256,0.227,
"Q9: Did you vote in the last election you were eligible for? (Provides validity to question of strength of political involvement)",1.56,2.00,1.944,00:01:59.60655,0.786,0.062,0.006,0.002,0.009,0.023,0.112,0.068,0.147,-0.079,0.214,0.316,
"Q9: Did you vote in the last election you were eligible for? (Provides validity to question of strength of political involvement)",1.56,2.00,1.944,00:01:59.60689,0.847,0.055,0.007,0.002,0.006,0.017,0.065,0.062,0.091,-0.028,0.153,0.408,
"Q9: Did you vote in the last election you were eligible for? (Provides validity to question of strength of political involvement)",1.56,2.00,1.944,00:01:59.60722,0.879,0.046,0.009,0.003,0.005,0.015,0.044,0.055,0.066,-0.011,0.121,0.453,
"Q9: Did you vote in the last election you were eligible for? (Provides validity to question of strength of political involvement)",1.56,2.00,1.944,00:01:59.60756,0.881,0.047,0.009,0.003,0.004,0.015,0.041,0.056,0.063,-0.007,0.119,0.471,Agrado
"Q9: Did you vote in the last election you were eligible for? (Provides validity to question of strength of political involvement)",1.56,2.00,1.944,00:01:59.60790,0.876,0.054,0.008,0.003,0.004,0.013,0.042,0.062,0.062,0,0.124,0.502,
"Q9: Did you vote in the last election you were eligible for? (Provides validity to question of strength of political involvement)",1.56,2.00,1.944,00:01:59.60823,0.864,0.072,0.007,0.003,0.003,0.011,0.041,0.079,0.057,0.021,0.136,0.579,
"Q9: Did you vote in the last election you were eligible for? (Provides validity to question of strength of political involvement)",1.56,2.00,1.944,00:01:59.60857,0.854,0.089,0.007,0.002,0.003,0.008,0.038,0.095,0.051,0.044,0.146,0.65,Agrado
"Q9: Did you vote in the last election you were eligible for? (Provides validity to question of strength of political involvement)",1.56,2.00,1.944,00:01:59.60890,0.858,0.089,0.007,0.002,0.003,0.007,0.035,0.095,0.047,0.048,0.142,0.668,Agrado
"Q9: Did you vote in the last election you were eligible for? (Provides validity to question of strength of political involvement)",1.56,2.00,1.944,00:01:59.60924,0.858,0.091,0.006,0.002,0.003,0.007,0.033,0.097,0.045,0.052,0.142,0.682,Agrado
"Q9: Did you vote in the last election you were eligible for? (Provides validity to question of strength of political involvement)",1.56,2.00,1.944,00:01:59.60958,0.843,0.11,0.005,0.002,0.002,0.007,0.032,0.115,0.042,0.073,0.157,0.731,Agrado
"Q9: Did you vote in the last election you were eligible for? (Provides validity to question of strength of political involvement)",1.56,2.00,1.944,00:01:59.60991,0.826,0.125,0.005,0.002,0.003,0.006,0.033,0.13,0.044,0.086,0.174,0.746,
"Q9: Did you vote in the last election you were eligible for? (Provides validity to question of strength of political involvement)",1.56,2.00,2,00:02:00.120025,0.798,0.12,0.006,0.002,0.004,0.011,0.058,0.126,0.076,0.05,0.202,0.623,Disfrute
"Q9: Did you vote in the last election you were eligible for? (Provides validity to question of strength of political involvement)",1.56,2.00,2,00:02:00.120059,0.742,0.109,0.006,0.002,0.008,0.022,0.111,0.115,0.144,-0.029,0.258,0.444,
"Q9: Did you vote in the last election you were eligible for? (Provides validity to question of strength of political involvement)",1.56,2.00,2,00:02:00.120092,0.7,0.116,0.005,0.002,0.009,0.029,0.139,0.12,0.18,-0.059,0.3,0.401,
"Q9: Did you vote in the last election you were eligible for? (Provides validity to question of strength of political involvement)",1.56,2.00,2,00:02:00.120126,0.735,0.121,0.004,0.002,0.008,0.023,0.106,0.125,0.139,-0.014,0.265,0.474,Agrado
"Q9: Did you vote in the last election you were eligible for? (Provides validity to question of strength of political involvement)",1.56,2.00,2,00:02:00.120159,0.818,0.097,0.004,0.002,0.006,0.015,0.058,0.101,0.082,0.019,0.182,0.553,
"Q9: Did you vote in the last election you were eligible for? (Provides validity to question of strength of political involvement)",1.56,2.00,2,00:02:00.120193,0.859,0.081,0.004,0.001,0.005,0.012,0.037,0.085,0.055,0.03,0.141,0.606,Agrado
"Q9: Did you vote in the last election you were eligible for? (Provides validity to question of strength of political involvement)",1.56,2.00,2,00:02:00.120227,0.849,0.1,0.004,0.001,0.004,0.009,0.033,0.104,0.047,0.057,0.151,0.689,
"Q9: Did you vote in the last election you were eligible for? (Provides validity to question of strength of political involvement)",1.56,2.00,2,00:02:00.120260,0.823,0.116,0.004,0.001,0.004,0.01,0.041,0.121,0.056,0.065,0.177,0.683,
"Q9: Did you vote in the last election you were eligible for? (Provides validity to question of strength of political involvement)",1.56,2.00,2,00:02:00.120294,0.78,0.106,0.005,0.002,0.007,0.021,0.078,0.111,0.108,0.003,0.22,0.507,Intranquilidad
"Q9: Did you vote in the last election you were eligible for? (Provides validity to question of strength of political involvement)",1.56,2.00,2,00:02:00.120328,0.724,0.081,0.006,0.003,0.012,0.036,0.138,0.087,0.189,-0.102,0.276,0.316,
"Q9: Did you vote in the last election you were eligible for? (Provides validity to question of strength of political involvement)",1.56,2.00,2,00:02:00.120361,0.687,0.077,0.006,0.004,0.012,0.04,0.173,0.084,0.229,-0.145,0.313,0.267,
"Q9: Did you vote in the last election you were eligible for? (Provides validity to question of strength of political involvement)",1.56,2.00,2,00:02:00.120395,0.708,0.086,0.007,0.004,0.009,0.031,0.154,0.093,0.199,-0.106,0.292,0.318,
"Q9: Did you vote in the last election you were eligible for? (Provides validity to question of strength of political involvement)",1.56,2.00,2,00:02:00.120428,0.778,0.07,0.008,0.004,0.006,0.022,0.113,0.077,0.145,-0.068,0.222,0.347,Disfrute
"Q9: Did you vote in the last election you were eligible for? (Provides validity to question of strength of political involvement)",1.56,2.00,2,00:02:00.120462,0.828,0.057,0.009,0.005,0.005,0.015,0.082,0.066,0.106,-0.04,0.172,0.384,
"Q9: Did you vote in the last election you were eligible for? (Provides validity to question of strength of political involvement)",1.56,2.00,2,00:02:00.120496,0.816,0.09,0.01,0.004,0.004,0.012,0.065,0.1,0.085,0.015,0.184,0.541,
"Q9: Did you vote in the last election you were eligible for? (Provides validity to question of strength of political involvement)",1.56,2.00,2,00:02:00.120529,0.777,0.127,0.009,0.005,0.005,0.015,0.063,0.136,0.088,0.048,0.223,0.608,Agrado
"Q9: Did you vote in the last election you were eligible for? (Provides validity to question of strength of political involvement)",1.56,2.00,2,00:02:00.120563,0.765,0.121,0.009,0.006,0.007,0.02,0.073,0.13,0.105,0.024,0.235,0.552,
"Q9: Did you vote in the last election you were eligible for? (Provides validity to question of strength of political involvement)",1.56,2.00,2,00:02:00.120597,0.771,0.104,0.009,0.007,0.007,0.02,0.082,0.112,0.117,-0.005,0.229,0.49,
"Q9: Did you vote in the last election you were eligible for? (Provides validity to question of strength of political involvement)",1.56,2.00,2,00:02:00.120630,0.78,0.09,0.009,0.007,0.006,0.019,0.088,0.099,0.121,-0.022,0.22,0.45,Agrado
"Q9: Did you vote in the last election you were eligible for? (Provides validity to question of strength of political involvement)",1.56,2.00,2,00:02:00.120664,0.813,0.066,0.009,0.006,0.005,0.018,0.082,0.075,0.112,-0.038,0.187,0.399,
"Q9: Did you vote in the last election you were eligible for? (Provides validity to question of strength of political involvement)",1.56,2.00,2,00:02:00.120697,0.835,0.061,0.009,0.006,0.005,0.014,0.07,0.07,0.095,-0.025,0.165,0.424,
"Q9: Did you vote in the last election you were eligible for? (Provides validity to question of strength of political involvement)",1.56,2.00,2,00:02:00.120731,0.802,0.078,0.008,0.007,0.006,0.01,0.09,0.086,0.112,-0.026,0.198,0.435,
"Q9: Did you vote in the last election you were eligible for? (Provides validity to question of strength of political involvement)",1.56,2.00,2,00:02:00.120765,0.729,0.071,0.006,0.007,0.007,0.009,0.171,0.077,0.194,-0.118,0.271,0.283,
"Q9: Did you vote in the last election you were eligible for? (Provides validity to question of strength of political involvement)",1.56,2.00,2,00:02:00.120798,0.651,0.042,0.004,0.005,0.008,0.011,0.279,0.046,0.303,-0.258,0.349,0.131,
"Q9: Did you vote in the last election you were eligible for? (Provides validity to question of strength of political involvement)",1.56,2.00,2,00:02:00.120832,0.593,0.034,0.003,0.004,0.01,0.015,0.342,0.037,0.371,-0.334,0.407,0.09,Intranquilidad
"Q9: Did you vote in the last election you were eligible for? (Provides validity to question of strength of political involvement)",1.56,2.00,2,00:02:00.120865,0.579,0.055,0.003,0.004,0.014,0.024,0.321,0.058,0.363,-0.305,0.421,0.137,Alegria
"Q9: Did you vote in the last election you were eligible for? (Provides validity to question of strength of political involvement)",1.56,2.00,2,00:02:00.120899,0.587,0.125,0.003,0.005,0.016,0.028,0.235,0.129,0.284,-0.156,0.413,0.312,Optimismo
"Q9: Did you vote in the last election you were eligible for? (Provides validity to question of strength of political involvement)",1.56,2.00,2,00:02:00.120933,0.529,0.297,0.003,0.004,0.012,0.018,0.137,0.3,0.171,0.129,0.471,0.637,Disfrute
"Q9: Did you vote in the last election you were eligible for? (Provides validity to question of strength of political involvement)",1.56,2.00,2,00:02:00.120966,0.415,0.504,0.003,0.003,0.005,0.005,0.064,0.506,0.078,0.428,0.585,0.866,Disfrute
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.064,00:02:04.120026,0.75,0.18,0.01,0.004,0.005,0.014,0.036,0.19,0.06,0.13,0.25,0.761,Agrado
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.064,00:02:04.120059,0.66,0.281,0.011,0.004,0.004,0.013,0.026,0.292,0.047,0.245,0.34,0.86,Regocijo
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.064,00:02:04.120093,0.611,0.333,0.013,0.005,0.004,0.013,0.021,0.346,0.043,0.302,0.389,0.889,Regocijo
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.064,00:02:04.120127,0.615,0.328,0.015,0.005,0.004,0.012,0.02,0.343,0.042,0.301,0.385,0.892,Regocijo
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.064,00:02:04.120160,0.596,0.351,0.013,0.005,0.004,0.011,0.021,0.364,0.04,0.324,0.404,0.901,Agrado
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.064,00:02:04.120194,0.584,0.365,0.01,0.004,0.004,0.011,0.023,0.375,0.042,0.333,0.416,0.9,Regocijo
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.064,00:02:04.120228,0.625,0.321,0.009,0.004,0.005,0.013,0.024,0.33,0.045,0.285,0.375,0.88,Regocijo
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.064,00:02:04.120261,0.647,0.3,0.009,0.003,0.005,0.014,0.022,0.309,0.043,0.266,0.353,0.877,
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.064,00:02:04.120295,0.62,0.331,0.01,0.003,0.005,0.014,0.018,0.341,0.04,0.301,0.38,0.896,Agrado
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.064,00:02:04.120328,0.64,0.308,0.012,0.004,0.005,0.014,0.018,0.32,0.04,0.28,0.36,0.889,Agrado
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.064,00:02:04.120362,0.723,0.222,0.014,0.004,0.004,0.013,0.02,0.235,0.042,0.193,0.277,0.849,
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.064,00:02:04.120396,0.778,0.165,0.014,0.005,0.004,0.012,0.021,0.179,0.043,0.136,0.222,0.808,Regocijo
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.064,00:02:04.120429,0.784,0.15,0.015,0.006,0.005,0.017,0.023,0.165,0.051,0.114,0.216,0.763,
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.064,00:02:04.120463,0.768,0.155,0.014,0.006,0.006,0.024,0.026,0.169,0.063,0.106,0.232,0.729,
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.064,00:02:04.120496,0.768,0.151,0.014,0.006,0.007,0.024,0.03,0.165,0.067,0.098,0.232,0.711,
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.064,00:02:04.120530,0.813,0.103,0.014,0.006,0.007,0.021,0.035,0.117,0.069,0.048,0.187,0.628,Disfrute
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.064,00:02:04.120564,0.853,0.058,0.015,0.006,0.008,0.023,0.037,0.073,0.074,-0.002,0.147,0.494,
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.064,00:02:04.120597,0.835,0.072,0.014,0.006,0.009,0.03,0.034,0.086,0.079,0.007,0.165,0.521,
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.064,00:02:04.120631,0.807,0.094,0.013,0.005,0.011,0.04,0.031,0.107,0.087,0.02,0.193,0.551,
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.064,00:02:04.120665,0.817,0.072,0.011,0.005,0.013,0.052,0.03,0.083,0.1,-0.017,0.183,0.452,
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.064,00:02:04.120698,0.844,0.038,0.01,0.004,0.015,0.059,0.029,0.048,0.108,-0.06,0.156,0.309,
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.064,00:02:04.120732,0.854,0.029,0.011,0.005,0.014,0.056,0.031,0.04,0.105,-0.065,0.146,0.276,
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.064,00:02:04.120765,0.843,0.035,0.012,0.006,0.015,0.056,0.034,0.047,0.11,-0.062,0.157,0.302,
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.064,00:02:04.120799,0.831,0.039,0.011,0.006,0.015,0.062,0.036,0.05,0.119,-0.07,0.169,0.295,
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.064,00:02:04.120833,0.844,0.032,0.01,0.005,0.013,0.06,0.036,0.042,0.114,-0.072,0.156,0.268,
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.064,00:02:04.120866,0.864,0.023,0.009,0.004,0.011,0.053,0.035,0.032,0.103,-0.071,0.136,0.239,
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.064,00:02:04.120900,0.872,0.022,0.009,0.004,0.01,0.05,0.033,0.031,0.097,-0.066,0.128,0.241,Infelicidad
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.064,00:02:04.120934,0.875,0.024,0.009,0.004,0.009,0.049,0.03,0.033,0.092,-0.059,0.125,0.265,
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.064,00:02:04.120967,0.861,0.024,0.011,0.005,0.009,0.059,0.031,0.035,0.104,-0.068,0.139,0.254,
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.08,00:02:05.120001,0.835,0.023,0.016,0.007,0.011,0.076,0.032,0.039,0.126,-0.087,0.165,0.237,Agrado
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.08,00:02:05.120034,0.827,0.03,0.018,0.008,0.011,0.075,0.032,0.048,0.125,-0.077,0.173,0.277,
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.08,00:02:05.120068,0.836,0.046,0.015,0.007,0.009,0.055,0.031,0.062,0.102,-0.041,0.164,0.376,
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.08,00:02:05.120102,0.841,0.057,0.009,0.004,0.008,0.033,0.048,0.066,0.093,-0.027,0.159,0.414,
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.08,00:02:05.120135,0.83,0.049,0.005,0.003,0.006,0.017,0.089,0.054,0.116,-0.062,0.17,0.318,Disfrute
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.08,00:02:05.120169,0.81,0.053,0.005,0.003,0.005,0.011,0.113,0.058,0.132,-0.074,0.19,0.305,Agrado
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.08,00:02:05.120203,0.785,0.101,0.005,0.003,0.004,0.01,0.092,0.106,0.109,-0.003,0.215,0.493,Agrado
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.08,00:02:05.120236,0.766,0.154,0.005,0.003,0.004,0.01,0.059,0.159,0.075,0.084,0.234,0.68,
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.08,00:02:05.120270,0.781,0.158,0.005,0.002,0.003,0.01,0.041,0.163,0.056,0.107,0.219,0.744,Agrado
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.08,00:02:05.120303,0.82,0.129,0.005,0.002,0.003,0.009,0.031,0.134,0.046,0.088,0.18,0.746,
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.08,00:02:05.120337,0.846,0.107,0.005,0.002,0.003,0.011,0.026,0.113,0.042,0.071,0.154,0.73,Disfrute
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.08,00:02:05.120371,0.84,0.107,0.006,0.002,0.004,0.017,0.025,0.113,0.047,0.066,0.16,0.707,
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.08,00:02:05.120404,0.812,0.13,0.007,0.002,0.004,0.021,0.023,0.137,0.051,0.086,0.188,0.728,
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.08,00:02:05.120438,0.807,0.14,0.007,0.002,0.004,0.018,0.022,0.147,0.046,0.101,0.193,0.763,
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.08,00:02:05.120471,0.849,0.102,0.008,0.002,0.003,0.013,0.023,0.11,0.041,0.07,0.151,0.73,
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.08,00:02:05.120505,0.89,0.054,0.011,0.003,0.004,0.014,0.024,0.065,0.045,0.02,0.11,0.59,Agrado
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.08,00:02:05.120539,0.893,0.043,0.013,0.003,0.004,0.018,0.025,0.056,0.051,0.004,0.107,0.521,
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.08,00:02:05.120572,0.866,0.066,0.012,0.003,0.005,0.022,0.025,0.079,0.055,0.024,0.134,0.588,Disfrute
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.08,00:02:05.120606,0.83,0.103,0.01,0.003,0.006,0.026,0.024,0.113,0.057,0.056,0.17,0.663,Regocijo
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.08,00:02:05.120640,0.788,0.155,0.006,0.002,0.006,0.023,0.021,0.161,0.051,0.11,0.212,0.759,Agrado
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.08,00:02:05.120673,0.737,0.217,0.004,0.001,0.005,0.016,0.021,0.221,0.043,0.178,0.263,0.838,Disfrute
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.08,00:02:05.120707,0.703,0.242,0.004,0.001,0.006,0.018,0.027,0.245,0.052,0.194,0.297,0.826,Agrado
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.08,00:02:05.120740,0.71,0.219,0.004,0.002,0.008,0.023,0.034,0.223,0.067,0.156,0.29,0.769,Agrado
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.08,00:02:05.120774,0.732,0.195,0.005,0.002,0.009,0.022,0.035,0.199,0.069,0.131,0.268,0.744,Agrado
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.08,00:02:05.120808,0.744,0.183,0.005,0.002,0.01,0.022,0.033,0.188,0.068,0.12,0.256,0.735,Agrado
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.08,00:02:05.120841,0.75,0.174,0.005,0.002,0.011,0.024,0.034,0.179,0.071,0.108,0.25,0.716,
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.08,00:02:05.120875,0.767,0.163,0.004,0.002,0.009,0.019,0.036,0.167,0.066,0.101,0.233,0.716,Agrado
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.08,00:02:05.120909,0.803,0.135,0.004,0.002,0.006,0.016,0.033,0.139,0.057,0.082,0.197,0.708,
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.08,00:02:05.120942,0.843,0.099,0.005,0.002,0.005,0.016,0.031,0.104,0.053,0.05,0.157,0.66,
"Q10: Do you have anyone in your life that you care for whose political views oppose your own? Someone conservative? (if liberal) Someone liberal? (if conservative) ",2.05,2.08,2.08,00:02:05.120976,0.869,0.074,0.007,0.003,0.004,0.014,0.03,0.081,0.051,0.03,0.131,0.615,Agrado
"Q11a: Do you think you can put yourself in their shoes? If you feel comfortable, try to imagine how they see the world - what their priorities are, and how they might look at the people and relationships around them. Imagine - inside their head, those values are the ones that make the most, irrefutable sense. Do you feel you could put yourself in their frame of mind? Are you comfortable trying? ",2.29,2.34,2.304,00:02:19.120021,0.452,0.494,0.002,0.001,0.002,0.005,0.044,0.496,0.052,0.444,0.548,0.905,Regocijo
"Q11a: Do you think you can put yourself in their shoes? If you feel comfortable, try to imagine how they see the world - what their priorities are, and how they might look at the people and relationships around them. Imagine - inside their head, those values are the ones that make the most, irrefutable sense. Do you feel you could put yourself in their frame of mind? Are you comfortable trying? ",2.29,2.34,2.304,00:02:19.120054,0.458,0.476,0.001,0.001,0.002,0.005,0.056,0.478,0.065,0.413,0.542,0.881,
"Q11a: Do you think you can put yourself in their shoes? If you feel comfortable, try to imagine how they see the world - what their priorities are, and how they might look at the people and relationships around them. Imagine - inside their head, those values are the ones that make the most, irrefutable sense. Do you feel you could put yourself in their frame of mind? Are you comfortable trying? ",2.29,2.34,2.304,00:02:19.120088,0.485,0.44,0.001,0.001,0.003,0.006,0.064,0.441,0.074,0.367,0.515,0.856,Disfrute
"Q11a: Do you think you can put yourself in their shoes? If you feel comfortable, try to imagine how they see the world - what their priorities are, and how they might look at the people and relationships around them. Imagine - inside their head, those values are the ones that make the most, irrefutable sense. Do you feel you could put yourself in their frame of mind? Are you comfortable trying? ",2.29,2.34,2.304,00:02:19.120121,0.58,0.333,0.001,0.001,0.003,0.007,0.073,0.335,0.085,0.249,0.42,0.797,Regocijo
"Q11a: Do you think you can put yourself in their shoes? If you feel comfortable, try to imagine how they see the world - what their priorities are, and how they might look at the people and relationships around them. Imagine - inside their head, those values are the ones that make the most, irrefutable sense. Do you feel you could put yourself in their frame of mind? Are you comfortable trying? ",2.29,2.34,2.304,00:02:19.120155,0.674,0.232,0.002,0.001,0.003,0.008,0.08,0.234,0.092,0.141,0.326,0.717,Agrado
