Question,start_t,end_t,rangeX,TimeStamp,Neutrality,Happy,Surprise,Fear,Disgust,Anger,Sadness,Positive_Sentiment,Negative_Sentiment,Experience,Activation,Emotional_Score,Subemotion
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.832,00:01:52.60662,0.919,0.008,0.014,0.007,0.007,0.009,0.036,0.023,0.058,-0.036,0.081,0.279,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.832,00:01:52.60696,0.906,0.007,0.017,0.007,0.009,0.011,0.043,0.024,0.07,-0.047,0.094,0.253,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.832,00:01:52.60729,0.883,0.006,0.02,0.009,0.01,0.014,0.059,0.026,0.092,-0.066,0.117,0.218,Extraneza
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.832,00:01:52.60763,0.853,0.005,0.02,0.009,0.011,0.015,0.087,0.024,0.122,-0.098,0.147,0.167,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.832,00:01:52.60796,0.836,0.004,0.016,0.008,0.012,0.014,0.11,0.02,0.144,-0.124,0.164,0.121,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.832,00:01:52.60830,0.84,0.005,0.011,0.006,0.011,0.011,0.116,0.016,0.144,-0.128,0.16,0.1,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.832,00:01:52.60864,0.844,0.008,0.007,0.004,0.01,0.008,0.12,0.015,0.141,-0.126,0.156,0.097,Extraneza
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.832,00:01:52.60897,0.822,0.009,0.007,0.004,0.009,0.006,0.142,0.016,0.162,-0.146,0.178,0.089,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.832,00:01:52.60931,0.795,0.009,0.008,0.006,0.009,0.006,0.168,0.017,0.188,-0.171,0.205,0.083,Infelicidad
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.832,00:01:52.60965,0.798,0.007,0.011,0.008,0.008,0.005,0.162,0.018,0.184,-0.165,0.202,0.091,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.832,00:01:52.60998,0.818,0.006,0.012,0.01,0.006,0.004,0.144,0.018,0.165,-0.147,0.182,0.098,Afliccion
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.848,00:01:53.60032,0.816,0.006,0.01,0.01,0.006,0.004,0.149,0.015,0.169,-0.154,0.184,0.083,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.848,00:01:53.60065,0.796,0.006,0.006,0.009,0.005,0.003,0.175,0.012,0.191,-0.179,0.204,0.061,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.848,00:01:53.60099,0.784,0.006,0.005,0.006,0.004,0.003,0.191,0.011,0.205,-0.194,0.216,0.05,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.848,00:01:53.60133,0.793,0.007,0.004,0.006,0.004,0.003,0.184,0.011,0.196,-0.185,0.207,0.053,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.848,00:01:53.60166,0.815,0.008,0.004,0.005,0.004,0.002,0.161,0.012,0.173,-0.161,0.185,0.066,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.848,00:01:53.60200,0.84,0.008,0.005,0.004,0.003,0.002,0.137,0.013,0.147,-0.135,0.16,0.079,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.848,00:01:53.60234,0.872,0.007,0.004,0.003,0.003,0.002,0.108,0.012,0.116,-0.104,0.128,0.092,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.848,00:01:53.60267,0.901,0.007,0.004,0.001,0.003,0.001,0.083,0.011,0.088,-0.077,0.099,0.112,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.848,00:01:53.60301,0.908,0.008,0.004,0.001,0.002,0.001,0.076,0.012,0.08,-0.069,0.092,0.126,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.848,00:01:53.60334,0.893,0.009,0.003,0.001,0.003,0.001,0.091,0.012,0.095,-0.083,0.107,0.111,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.848,00:01:53.60368,0.869,0.009,0.002,0.001,0.003,0.001,0.115,0.011,0.12,-0.109,0.131,0.085,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.848,00:01:53.60402,0.857,0.009,0.002,0.002,0.003,0.001,0.126,0.011,0.132,-0.12,0.143,0.079,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.848,00:01:53.60435,0.864,0.011,0.005,0.003,0.002,0.001,0.113,0.016,0.12,-0.104,0.136,0.119,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.848,00:01:53.60469,0.877,0.016,0.008,0.006,0.002,0.001,0.089,0.024,0.099,-0.075,0.123,0.197,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.848,00:01:53.60502,0.883,0.019,0.01,0.009,0.002,0.002,0.074,0.03,0.087,-0.057,0.117,0.255,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.848,00:01:53.60536,0.876,0.021,0.01,0.011,0.002,0.002,0.078,0.03,0.094,-0.063,0.124,0.244,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.848,00:01:53.60570,0.862,0.019,0.009,0.012,0.002,0.002,0.094,0.028,0.11,-0.083,0.138,0.2,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.848,00:01:53.60603,0.857,0.015,0.008,0.011,0.003,0.002,0.104,0.023,0.12,-0.097,0.143,0.16,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.848,00:01:53.60637,0.861,0.011,0.006,0.008,0.003,0.002,0.11,0.017,0.122,-0.105,0.139,0.121,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.848,00:01:53.60671,0.851,0.009,0.004,0.005,0.003,0.002,0.126,0.013,0.136,-0.122,0.149,0.089,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.848,00:01:53.60704,0.828,0.009,0.004,0.004,0.004,0.002,0.149,0.013,0.159,-0.147,0.172,0.074,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.848,00:01:53.60738,0.816,0.009,0.004,0.005,0.004,0.003,0.16,0.012,0.172,-0.159,0.184,0.068,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.848,00:01:53.60771,0.813,0.009,0.004,0.005,0.005,0.003,0.162,0.012,0.174,-0.162,0.187,0.067,Infelicidad
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.848,00:01:53.60805,0.804,0.009,0.004,0.005,0.005,0.003,0.17,0.013,0.183,-0.169,0.196,0.069,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.848,00:01:53.60839,0.804,0.009,0.004,0.006,0.005,0.003,0.17,0.013,0.183,-0.17,0.196,0.068,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.848,00:01:53.60872,0.83,0.007,0.004,0.005,0.004,0.003,0.147,0.011,0.158,-0.147,0.17,0.065,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.848,00:01:53.60906,0.868,0.005,0.004,0.004,0.003,0.003,0.113,0.009,0.123,-0.115,0.132,0.066,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.848,00:01:53.60940,0.889,0.004,0.004,0.004,0.003,0.003,0.093,0.008,0.103,-0.095,0.111,0.073,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.848,00:01:53.60973,0.892,0.004,0.005,0.004,0.003,0.004,0.088,0.009,0.099,-0.09,0.108,0.084,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.864,00:01:54.60007,0.899,0.005,0.006,0.005,0.003,0.003,0.08,0.01,0.091,-0.08,0.101,0.103,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.864,00:01:54.60040,0.913,0.006,0.006,0.004,0.003,0.002,0.066,0.011,0.075,-0.064,0.087,0.132,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.864,00:01:54.60074,0.923,0.006,0.006,0.004,0.002,0.002,0.057,0.012,0.065,-0.053,0.077,0.157,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.864,00:01:54.60108,0.926,0.006,0.006,0.004,0.002,0.001,0.054,0.012,0.061,-0.049,0.074,0.17,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.864,00:01:54.60141,0.925,0.006,0.006,0.004,0.003,0.002,0.055,0.013,0.063,-0.05,0.075,0.168,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.864,00:01:54.60175,0.913,0.006,0.008,0.005,0.004,0.004,0.06,0.014,0.073,-0.059,0.087,0.161,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.864,00:01:54.60209,0.902,0.005,0.01,0.007,0.006,0.006,0.063,0.015,0.082,-0.067,0.098,0.157,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.864,00:01:54.60242,0.903,0.005,0.01,0.007,0.007,0.008,0.06,0.015,0.082,-0.067,0.097,0.154,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.864,00:01:54.60276,0.912,0.004,0.009,0.006,0.005,0.008,0.055,0.014,0.074,-0.061,0.088,0.155,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.864,00:01:54.60309,0.916,0.004,0.01,0.006,0.004,0.007,0.053,0.014,0.07,-0.055,0.084,0.17,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.864,00:01:54.60343,0.913,0.004,0.011,0.007,0.004,0.006,0.055,0.015,0.071,-0.056,0.087,0.178,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.864,00:01:54.60377,0.912,0.004,0.01,0.006,0.004,0.005,0.058,0.015,0.073,-0.059,0.088,0.167,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.864,00:01:54.60410,0.915,0.004,0.008,0.006,0.004,0.005,0.058,0.013,0.072,-0.059,0.085,0.15,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.864,00:01:54.60444,0.92,0.005,0.007,0.005,0.004,0.004,0.056,0.011,0.068,-0.057,0.08,0.143,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.864,00:01:54.60477,0.925,0.005,0.006,0.004,0.004,0.004,0.052,0.012,0.064,-0.052,0.075,0.154,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.864,00:01:54.60511,0.928,0.006,0.007,0.004,0.004,0.005,0.047,0.013,0.06,-0.047,0.072,0.173,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.864,00:01:54.60545,0.929,0.005,0.008,0.005,0.004,0.006,0.044,0.013,0.058,-0.045,0.071,0.181,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.864,00:01:54.60578,0.928,0.005,0.008,0.005,0.004,0.007,0.043,0.013,0.06,-0.047,0.072,0.176,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.864,00:01:54.60612,0.926,0.005,0.008,0.005,0.005,0.007,0.044,0.013,0.061,-0.049,0.074,0.173,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.864,00:01:54.60646,0.927,0.006,0.007,0.004,0.005,0.006,0.045,0.013,0.06,-0.047,0.073,0.176,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.864,00:01:54.60679,0.931,0.005,0.006,0.003,0.004,0.005,0.045,0.012,0.057,-0.045,0.069,0.171,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.864,00:01:54.60713,0.93,0.005,0.006,0.003,0.004,0.004,0.048,0.011,0.059,-0.047,0.07,0.161,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.864,00:01:54.60746,0.925,0.005,0.007,0.004,0.004,0.005,0.049,0.012,0.063,-0.05,0.075,0.166,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.864,00:01:54.60780,0.919,0.006,0.009,0.005,0.005,0.007,0.049,0.015,0.066,-0.051,0.081,0.186,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.864,00:01:54.60814,0.911,0.006,0.012,0.007,0.006,0.009,0.049,0.018,0.071,-0.053,0.089,0.205,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.864,00:01:54.60847,0.898,0.006,0.015,0.009,0.008,0.011,0.053,0.021,0.081,-0.06,0.102,0.208,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.864,00:01:54.60881,0.883,0.006,0.017,0.011,0.011,0.013,0.06,0.023,0.094,-0.071,0.117,0.199,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.864,00:01:54.60915,0.878,0.006,0.017,0.012,0.011,0.014,0.062,0.023,0.099,-0.076,0.122,0.189,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.864,00:01:54.60948,0.885,0.005,0.015,0.011,0.01,0.013,0.062,0.021,0.095,-0.074,0.115,0.179,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.864,00:01:54.60982,0.898,0.005,0.012,0.008,0.007,0.01,0.06,0.017,0.085,-0.068,0.102,0.169,
"Q12: Stay in the mindframe of that other person - that one who so opposes your political values. Try to empathize with their position. We now have a questionnaire about some basic values. Answer the questions as though you held the same values as that person. If you feel that person would answer a question the same way you might, then that's no problem, answer each one how you feel a reasonable, liberal/conservative person would. ",1.55,2.05,1.88,00:01:55.60015,0.913,0.005,0.009,0.006,0.006,0.007,0.054,0.015,0.073,-0.058,0.087,0.169,
