Question,start_t,end_t,rangeX,TimeStamp,Neutrality,Happy,Surprise,Fear,Disgust,Anger,Sadness,Positive_Sentiment,Negative_Sentiment,Experience,Activation,Emotional_Score,Subemotion
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.816,00:00:51.399,0.814,0.056,0.01,0.004,0.018,0.033,0.065,0.066,0.12,-0.053,0.186,0.357,
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.816,00:00:51.433,0.845,0.052,0.01,0.002,0.012,0.018,0.061,0.062,0.093,-0.032,0.155,0.398,
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.816,00:00:51.466,0.856,0.05,0.009,0.002,0.01,0.013,0.058,0.06,0.084,-0.025,0.144,0.413,
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.816,00:00:51.499,0.851,0.061,0.009,0.002,0.009,0.012,0.056,0.069,0.08,-0.01,0.149,0.465,
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.816,00:00:51.533,0.842,0.078,0.007,0.002,0.008,0.01,0.054,0.085,0.073,0.012,0.158,0.537,
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.816,00:00:51.566,0.838,0.086,0.006,0.001,0.007,0.009,0.053,0.092,0.07,0.022,0.162,0.568,Agrado
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.816,00:00:51.599,0.84,0.082,0.006,0.001,0.008,0.009,0.054,0.088,0.072,0.016,0.16,0.55,Agrado
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.816,00:00:51.633,0.838,0.083,0.007,0.001,0.008,0.009,0.054,0.09,0.073,0.017,0.162,0.552,Disfrute
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.816,00:00:51.666,0.816,0.11,0.007,0.001,0.007,0.009,0.05,0.117,0.067,0.05,0.184,0.637,Agrado
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.816,00:00:51.699,0.784,0.152,0.008,0.001,0.005,0.008,0.042,0.16,0.056,0.104,0.216,0.741,Disfrute
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.816,00:00:51.733,0.77,0.177,0.008,0.001,0.003,0.006,0.035,0.185,0.045,0.14,0.23,0.803,
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.816,00:00:51.766,0.774,0.175,0.009,0.001,0.003,0.006,0.032,0.184,0.042,0.142,0.226,0.816,
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.816,00:00:51.799,0.791,0.153,0.01,0.001,0.004,0.007,0.034,0.163,0.046,0.118,0.209,0.781,Disfrute
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.816,00:00:51.833,0.806,0.133,0.01,0.001,0.004,0.007,0.038,0.144,0.05,0.093,0.194,0.74,Regocijo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.816,00:00:51.866,0.776,0.167,0.01,0.001,0.004,0.006,0.036,0.177,0.047,0.129,0.224,0.788,Agrado
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.816,00:00:51.899,0.705,0.243,0.011,0.001,0.003,0.005,0.031,0.254,0.041,0.213,0.295,0.861,Regocijo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.816,00:00:51.933,0.669,0.278,0.012,0.002,0.004,0.006,0.03,0.29,0.041,0.249,0.331,0.875,Agrado
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.816,00:00:51.966,0.68,0.258,0.013,0.002,0.005,0.006,0.036,0.271,0.049,0.222,0.32,0.847,Agrado
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.816,00:00:51.999,0.705,0.227,0.012,0.002,0.005,0.006,0.042,0.239,0.056,0.183,0.295,0.81,Regocijo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.832,00:00:52.033,0.727,0.208,0.009,0.002,0.005,0.005,0.044,0.216,0.056,0.16,0.273,0.794,Alegria
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.832,00:00:52.066,0.69,0.257,0.006,0.001,0.004,0.003,0.038,0.263,0.047,0.216,0.31,0.848,Regocijo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.832,00:00:52.099,0.582,0.379,0.004,0.001,0.002,0.002,0.029,0.383,0.035,0.349,0.418,0.917,Agrado
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.832,00:00:52.133,0.516,0.447,0.005,0.001,0.002,0.001,0.027,0.453,0.031,0.422,0.484,0.936,Agrado
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.832,00:00:52.166,0.579,0.373,0.009,0.002,0.002,0.002,0.033,0.382,0.04,0.342,0.421,0.906,Disfrute
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.832,00:00:52.199,0.69,0.24,0.013,0.004,0.003,0.003,0.046,0.254,0.057,0.197,0.31,0.817,Disfrute
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.832,00:00:52.233,0.724,0.184,0.02,0.007,0.004,0.004,0.058,0.204,0.072,0.132,0.276,0.739,Regocijo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.832,00:00:52.266,0.69,0.211,0.023,0.007,0.004,0.004,0.061,0.234,0.076,0.157,0.31,0.754,Regocijo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.832,00:00:52.299,0.654,0.259,0.019,0.006,0.005,0.004,0.053,0.278,0.067,0.211,0.346,0.805,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.832,00:00:52.333,0.587,0.351,0.013,0.004,0.004,0.003,0.039,0.363,0.049,0.314,0.413,0.88,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.832,00:00:52.366,0.431,0.533,0.007,0.002,0.002,0.001,0.023,0.54,0.029,0.51,0.569,0.949,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.832,00:00:52.399,0.23,0.753,0.004,0.001,0.001,0.001,0.011,0.756,0.014,0.743,0.77,0.982,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.832,00:00:52.433,0.096,0.896,0.002,0.001,0.001,0,0.004,0.899,0.006,0.893,0.904,0.994,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.832,00:00:52.466,0.07,0.924,0.002,0,0.001,0,0.003,0.926,0.004,0.922,0.93,0.995,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.832,00:00:52.499,0.09,0.903,0.002,0.001,0.001,0,0.004,0.905,0.005,0.9,0.91,0.994,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.832,00:00:52.533,0.09,0.901,0.002,0.001,0.001,0,0.004,0.904,0.006,0.898,0.91,0.994,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.832,00:00:52.566,0.08,0.906,0.006,0.001,0.001,0,0.006,0.912,0.008,0.904,0.92,0.991,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.832,00:00:52.599,0.099,0.87,0.014,0.004,0.001,0.001,0.01,0.885,0.016,0.868,0.901,0.982,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.832,00:00:52.633,0.134,0.819,0.022,0.007,0.002,0.001,0.015,0.842,0.024,0.817,0.866,0.972,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.832,00:00:52.666,0.14,0.816,0.022,0.006,0.002,0.001,0.014,0.838,0.023,0.815,0.86,0.973,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.832,00:00:52.699,0.11,0.862,0.015,0.004,0.001,0.001,0.008,0.876,0.014,0.863,0.89,0.985,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.832,00:00:52.733,0.082,0.902,0.009,0.001,0.001,0.001,0.004,0.912,0.007,0.905,0.918,0.993,Regocijo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.832,00:00:52.766,0.117,0.863,0.01,0.002,0.001,0.001,0.007,0.872,0.011,0.862,0.883,0.988,Regocijo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.832,00:00:52.799,0.258,0.704,0.012,0.003,0.002,0.002,0.02,0.716,0.026,0.69,0.742,0.965,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.832,00:00:52.833,0.418,0.528,0.014,0.004,0.002,0.002,0.033,0.541,0.04,0.501,0.582,0.931,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.832,00:00:52.866,0.438,0.513,0.011,0.003,0.001,0.002,0.032,0.524,0.038,0.487,0.562,0.933,Regocijo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.832,00:00:52.899,0.34,0.63,0.006,0.002,0,0.001,0.021,0.636,0.024,0.612,0.66,0.963,Disfrute
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.832,00:00:52.933,0.331,0.639,0.006,0.002,0.001,0.002,0.02,0.644,0.024,0.62,0.669,0.964,Regocijo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.832,00:00:52.966,0.464,0.485,0.008,0.003,0.002,0.005,0.034,0.492,0.044,0.448,0.536,0.918,Regocijo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.832,00:00:52.999,0.572,0.355,0.008,0.003,0.003,0.007,0.051,0.363,0.065,0.298,0.428,0.848,Regocijo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.848,00:00:53.033,0.574,0.342,0.008,0.004,0.004,0.008,0.06,0.35,0.076,0.274,0.426,0.822,Regocijo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.848,00:00:53.066,0.531,0.386,0.007,0.004,0.004,0.008,0.06,0.393,0.076,0.316,0.469,0.837,Anoranza
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.848,00:00:53.099,0.494,0.426,0.008,0.004,0.004,0.009,0.056,0.434,0.073,0.361,0.506,0.857,Alegria
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.848,00:00:53.133,0.475,0.442,0.008,0.004,0.004,0.008,0.059,0.45,0.075,0.374,0.525,0.856,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.848,00:00:53.166,0.442,0.469,0.009,0.005,0.004,0.008,0.063,0.479,0.079,0.399,0.558,0.858,Anoranza
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.848,00:00:53.199,0.366,0.554,0.009,0.004,0.003,0.007,0.057,0.563,0.071,0.492,0.634,0.888,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.848,00:00:53.233,0.297,0.626,0.009,0.004,0.003,0.007,0.054,0.636,0.068,0.568,0.703,0.904,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.848,00:00:53.266,0.265,0.65,0.011,0.005,0.003,0.007,0.058,0.661,0.073,0.588,0.735,0.9,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.848,00:00:53.299,0.226,0.699,0.012,0.005,0.002,0.006,0.051,0.711,0.064,0.647,0.774,0.918,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.848,00:00:53.333,0.179,0.769,0.01,0.004,0.001,0.003,0.035,0.779,0.043,0.736,0.821,0.948,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.848,00:00:53.366,0.163,0.8,0.008,0.002,0.001,0.002,0.025,0.807,0.03,0.777,0.837,0.964,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.848,00:00:53.399,0.159,0.81,0.007,0.002,0.001,0.001,0.02,0.817,0.024,0.793,0.841,0.972,Alegria
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.848,00:00:53.433,0.148,0.824,0.008,0.002,0.001,0.001,0.015,0.832,0.02,0.813,0.852,0.977,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.848,00:00:53.466,0.149,0.821,0.012,0.003,0.001,0.002,0.013,0.834,0.018,0.816,0.851,0.979,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.848,00:00:53.499,0.139,0.83,0.014,0.003,0.001,0.003,0.011,0.843,0.017,0.826,0.861,0.98,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.848,00:00:53.533,0.095,0.88,0.009,0.002,0.002,0.004,0.008,0.889,0.016,0.873,0.905,0.982,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.848,00:00:53.566,0.055,0.924,0.004,0.002,0.002,0.006,0.007,0.928,0.016,0.912,0.945,0.983,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.848,00:00:53.599,0.045,0.935,0.003,0.002,0.002,0.007,0.007,0.937,0.018,0.92,0.955,0.982,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.848,00:00:53.633,0.044,0.935,0.003,0.002,0.002,0.007,0.008,0.938,0.019,0.919,0.956,0.98,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.848,00:00:53.666,0.042,0.936,0.003,0.002,0.002,0.007,0.008,0.939,0.019,0.919,0.958,0.98,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.848,00:00:53.699,0.038,0.941,0.003,0.002,0.003,0.006,0.008,0.944,0.018,0.926,0.962,0.981,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.848,00:00:53.733,0.029,0.953,0.002,0.001,0.003,0.005,0.007,0.955,0.016,0.939,0.971,0.984,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.848,00:00:53.766,0.022,0.964,0.001,0.001,0.002,0.004,0.006,0.965,0.013,0.953,0.978,0.987,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.848,00:00:53.799,0.018,0.971,0.001,0,0.002,0.003,0.004,0.972,0.01,0.963,0.982,0.99,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.848,00:00:53.833,0.018,0.974,0.001,0,0.002,0.003,0.003,0.975,0.008,0.967,0.982,0.992,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.848,00:00:53.866,0.018,0.974,0.001,0.001,0.001,0.002,0.003,0.975,0.007,0.968,0.982,0.993,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.848,00:00:53.899,0.015,0.977,0.001,0.001,0.001,0.001,0.003,0.979,0.006,0.972,0.985,0.994,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.848,00:00:53.933,0.011,0.983,0.001,0.001,0.001,0.001,0.003,0.984,0.005,0.98,0.989,0.995,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.848,00:00:53.966,0.007,0.99,0.001,0,0,0,0.002,0.99,0.003,0.987,0.993,0.997,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.848,00:00:53.999,0.006,0.99,0.001,0,0.001,0.001,0.001,0.991,0.003,0.988,0.994,0.997,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.864,00:00:54.033,0.015,0.975,0.001,0.001,0.002,0.002,0.004,0.976,0.009,0.968,0.985,0.991,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.864,00:00:54.066,0.035,0.943,0.003,0.001,0.004,0.005,0.009,0.945,0.019,0.926,0.965,0.98,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.864,00:00:54.099,0.055,0.911,0.004,0.002,0.006,0.007,0.014,0.915,0.029,0.886,0.945,0.969,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.864,00:00:54.133,0.064,0.899,0.004,0.003,0.008,0.008,0.016,0.903,0.034,0.869,0.936,0.964,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.864,00:00:54.166,0.061,0.903,0.003,0.002,0.009,0.008,0.013,0.906,0.033,0.873,0.939,0.965,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.864,00:00:54.199,0.057,0.913,0.003,0.002,0.008,0.008,0.01,0.916,0.027,0.889,0.943,0.971,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.864,00:00:54.233,0.054,0.922,0.003,0.002,0.006,0.006,0.007,0.925,0.021,0.904,0.946,0.978,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.864,00:00:54.266,0.057,0.925,0.003,0.002,0.004,0.004,0.006,0.928,0.015,0.913,0.943,0.984,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.864,00:00:54.299,0.068,0.913,0.003,0.001,0.004,0.003,0.007,0.916,0.016,0.9,0.932,0.983,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.864,00:00:54.333,0.095,0.871,0.004,0.002,0.009,0.006,0.013,0.875,0.03,0.845,0.905,0.966,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.864,00:00:54.366,0.128,0.819,0.006,0.003,0.014,0.011,0.019,0.825,0.047,0.777,0.872,0.946,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.864,00:00:54.399,0.124,0.825,0.005,0.003,0.014,0.011,0.018,0.83,0.045,0.785,0.876,0.948,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.864,00:00:54.433,0.078,0.893,0.003,0.002,0.008,0.006,0.01,0.896,0.026,0.87,0.922,0.972,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.864,00:00:54.466,0.045,0.943,0.001,0.001,0.003,0.002,0.005,0.944,0.011,0.933,0.955,0.988,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.864,00:00:54.499,0.047,0.942,0.002,0.001,0.002,0.001,0.005,0.944,0.009,0.935,0.953,0.991,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.864,00:00:54.533,0.071,0.916,0.003,0.001,0.002,0.002,0.006,0.919,0.01,0.908,0.929,0.989,Alegria
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.864,00:00:54.566,0.125,0.858,0.004,0.001,0.002,0.002,0.008,0.862,0.013,0.848,0.875,0.985,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.864,00:00:54.599,0.195,0.78,0.005,0.001,0.003,0.002,0.014,0.785,0.02,0.765,0.805,0.975,Alegria
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.864,00:00:54.633,0.224,0.746,0.004,0.001,0.002,0.002,0.02,0.75,0.026,0.724,0.776,0.966,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.864,00:00:54.666,0.214,0.752,0.003,0.001,0.002,0.002,0.027,0.754,0.032,0.722,0.786,0.959,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.864,00:00:54.699,0.216,0.747,0.002,0.001,0.003,0.002,0.03,0.749,0.035,0.714,0.784,0.956,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.864,00:00:54.733,0.218,0.752,0.002,0.001,0.002,0.001,0.023,0.754,0.027,0.727,0.782,0.965,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.864,00:00:54.766,0.196,0.787,0.002,0,0.001,0.001,0.013,0.789,0.016,0.773,0.804,0.981,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.864,00:00:54.799,0.171,0.817,0.001,0,0.001,0.001,0.009,0.818,0.011,0.807,0.829,0.987,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.864,00:00:54.833,0.17,0.813,0.001,0,0.001,0.001,0.014,0.814,0.016,0.798,0.83,0.981,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.864,00:00:54.866,0.187,0.788,0.002,0,0.001,0.001,0.021,0.79,0.024,0.766,0.813,0.971,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.864,00:00:54.899,0.181,0.789,0.003,0.001,0.002,0.002,0.022,0.792,0.026,0.766,0.819,0.968,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.864,00:00:54.933,0.148,0.824,0.005,0.001,0.003,0.003,0.017,0.829,0.024,0.805,0.852,0.972,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.864,00:00:54.966,0.113,0.858,0.006,0.002,0.003,0.003,0.015,0.864,0.022,0.842,0.887,0.975,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.864,00:00:54.999,0.082,0.892,0.005,0.001,0.002,0.002,0.015,0.897,0.02,0.877,0.918,0.978,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.88,00:00:55.033,0.067,0.913,0.004,0.001,0.001,0.002,0.012,0.917,0.016,0.901,0.933,0.983,Alegria
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.88,00:00:55.066,0.106,0.877,0.003,0.001,0.001,0.001,0.011,0.88,0.014,0.866,0.894,0.984,Regocijo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.88,00:00:55.099,0.211,0.763,0.004,0.001,0.001,0.002,0.018,0.767,0.022,0.745,0.789,0.972,Disfrute
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.88,00:00:55.133,0.366,0.587,0.007,0.002,0.001,0.004,0.033,0.594,0.04,0.554,0.634,0.937,Disfrute
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.88,00:00:55.166,0.518,0.408,0.012,0.003,0.001,0.004,0.053,0.42,0.062,0.358,0.482,0.872,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.88,00:00:55.199,0.573,0.337,0.017,0.004,0.001,0.004,0.064,0.354,0.073,0.281,0.427,0.829,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.88,00:00:55.233,0.466,0.451,0.02,0.004,0.001,0.003,0.056,0.471,0.064,0.407,0.534,0.881,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.88,00:00:55.266,0.253,0.69,0.018,0.003,0.001,0.002,0.033,0.708,0.039,0.669,0.747,0.948,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.88,00:00:55.299,0.085,0.89,0.01,0.001,0.001,0.001,0.013,0.9,0.016,0.884,0.915,0.983,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.88,00:00:55.333,0.024,0.967,0.003,0,0.001,0,0.004,0.971,0.005,0.966,0.976,0.995,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.88,00:00:55.366,0.02,0.975,0.001,0,0.001,0,0.002,0.977,0.004,0.973,0.98,0.996,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.88,00:00:55.399,0.021,0.974,0.001,0,0.001,0,0.002,0.976,0.003,0.972,0.979,0.996,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.88,00:00:55.433,0.017,0.978,0.002,0,0,0,0.002,0.98,0.003,0.977,0.983,0.997,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.88,00:00:55.466,0.012,0.984,0.002,0,0,0,0.001,0.986,0.002,0.984,0.988,0.998,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.88,00:00:55.499,0.008,0.989,0.001,0,0,0,0.001,0.99,0.001,0.989,0.992,0.999,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.88,00:00:55.533,0.007,0.992,0.001,0,0,0,0.001,0.992,0.001,0.992,0.993,0.999,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.88,00:00:55.566,0.008,0.991,0.001,0,0,0,0.001,0.992,0.001,0.991,0.992,0.999,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.88,00:00:55.599,0.009,0.989,0.001,0,0,0,0.001,0.99,0.001,0.989,0.991,0.999,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.88,00:00:55.633,0.011,0.987,0.001,0,0,0,0.001,0.988,0.001,0.987,0.989,0.999,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.88,00:00:55.666,0.013,0.985,0.001,0,0,0,0.001,0.986,0.001,0.985,0.987,0.999,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.88,00:00:55.699,0.014,0.983,0.002,0,0,0,0.001,0.985,0.001,0.984,0.986,0.999,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.88,00:00:55.733,0.015,0.982,0.002,0,0,0,0.001,0.984,0.001,0.982,0.985,0.999,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.88,00:00:55.766,0.013,0.985,0.002,0,0,0,0.001,0.986,0.001,0.985,0.987,0.999,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.88,00:00:55.799,0.008,0.991,0.001,0,0,0,0,0.992,0.001,0.991,0.992,0.999,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.88,00:00:55.833,0.006,0.994,0,0,0,0,0,0.994,0,0.994,0.994,1,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.88,00:00:55.866,0.009,0.991,0,0,0,0,0,0.991,0,0.991,0.991,1,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.88,00:00:55.899,0.014,0.986,0,0,0,0,0,0.986,0.001,0.985,0.986,0.999,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.88,00:00:55.933,0.015,0.984,0,0,0,0,0.001,0.984,0.001,0.984,0.985,0.999,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.88,00:00:55.966,0.012,0.986,0,0,0,0,0.001,0.987,0.001,0.986,0.988,0.999,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.88,00:00:55.999,0.011,0.988,0,0,0,0,0.001,0.988,0.001,0.987,0.989,0.999,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.896,00:00:56.033,0.012,0.985,0,0,0,0,0.002,0.986,0.002,0.984,0.988,0.998,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.896,00:00:56.066,0.025,0.967,0.001,0,0.001,0,0.005,0.968,0.006,0.962,0.975,0.993,Alegria
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.896,00:00:56.099,0.073,0.905,0.002,0.001,0.002,0.001,0.017,0.907,0.02,0.886,0.927,0.978,Anoranza
"Q6: Could you briefly characterize what you feel each party represents? ",0.53,1.07,0.896,00:00:56.133,0.167,0.781,0.004,0.002,0.003,0.002,0.04,0.785,0.048,0.737,0.833,0.943,Regocijo
